Rank,Company Name,Total Jobs,Categories,Signal Strength,Sample Roles,Data Sources,Last Updated
739,Slack,5,"ai_compliance, sspm",High,SaaS Security Engineer; Cloud Security Engineer; AI Security Engineer; Security Engineer - SaaS; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
740,Azure,3,"ai_compliance, saas_security, ai_agent_security",Medium,AI Compliance Engineer; SaaS Security Consultant; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
741,Rapid7 Inc,1,saas_compliance,Low,SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
742,Squarespace,4,ai_agent_security,Medium,SaaS Security Engineer; Security Engineer - SaaS; SaaS Compliance Manager; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
743,Slack,5,"ai_compliance, saas_security",High,Cloud Security Architect; GenAI Security Specialist; SaaS Compliance Manager; AI Security Engineer; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
744,Notion LLC,2,saas_compliance,Medium,SaaS Governance Analyst; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
745,Elastic,1,"ai_agent_security, sspm",Medium,SaaS Security Analyst,Indeed,2025-12-01 22:02:58
746,Oracle,3,"ai_agent_security, saas_compliance, ai_compliance",Medium,SaaS Risk Analyst; Security Engineer - SaaS; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
747,Jira,2,ai_compliance,Medium,GenAI Security Specialist; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
748,GitHub Actions,5,"saas_security, ai_agent_security, ai_compliance",High,SaaS Compliance Manager; SaaS Governance Analyst; SaaS Security Analyst; SSPM Engineer; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
749,Square,5,"sspm, ai_compliance, saas_security",High,SaaS Security Posture Manager; AI Security Engineer; SaaS Security Consultant; Security Engineer - SaaS; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
750,GitLab CI,1,"ai_agent_security, ai_compliance, saas_compliance",Medium,Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
751,Squarespace Inc,5,"ai_compliance, ai_agent_security, saas_compliance",High,SaaS Risk Analyst; AI Security Engineer; AI Compliance Engineer; SaaS Compliance Manager; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
752,Looker,4,"ai_compliance, saas_compliance, saas_security",High,SaaS Security Analyst; SaaS Security Consultant; SaaS Governance Analyst; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
753,ClickUp Corp,1,"ai_agent_security, saas_security, ai_compliance",Medium,AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
754,Airtable,5,"sspm, ai_compliance, saas_security",High,AI Compliance Engineer; Security Engineer - SaaS; Cloud Security Engineer; GenAI Security Specialist; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
755,Hashicorp,4,"saas_security, ai_compliance, saas_compliance",High,GenAI Security Specialist; Cloud Security Architect; SaaS Compliance Manager; AI Security Engineer,LinkedIn,2025-12-01 22:02:58
756,SquareSpace,5,"saas_compliance, ai_compliance",High,GenAI Security Specialist; SaaS Security Engineer; SaaS Security Analyst; AI Compliance Engineer; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
757,Squarespace,1,"ai_agent_security, saas_compliance",Medium,Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
758,Zoom,3,"ai_agent_security, ai_compliance, saas_security",Medium,SaaS Compliance Manager; Cloud Security Engineer; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
759,Jenkins,1,"ai_agent_security, saas_security",Medium,SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
760,Squarespace,5,"ai_compliance, sspm, saas_compliance",High,AI Compliance Engineer; SaaS Compliance Manager; SaaS Security Engineer; SaaS Security Analyst; SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
761,Check Point Corp,5,"ai_compliance, ai_agent_security, sspm",High,SaaS Governance Analyst; SaaS Security Analyst; SaaS Risk Analyst; SaaS Security Consultant; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
762,Linode,4,"saas_compliance, ai_compliance",High,AI Security Engineer; SSPM Engineer; Security Engineer - SaaS; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
763,Buffer LLC,1,ai_compliance,Low,SaaS Governance Analyst,Indeed,2025-12-01 22:02:58
764,CircleCI,1,"saas_security, sspm",Medium,AI Security Engineer,Indeed,2025-12-01 22:02:58
765,Hootsuite,5,saas_compliance,High,SSPM Engineer; Security Engineer - SaaS; SaaS Security Consultant; SaaS Security Posture Manager; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
766,Basecamp Inc,3,sspm,Medium,SSPM Engineer; AI Compliance Engineer; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
767,DigitalOcean Corp,2,"sspm, ai_compliance, saas_security",Medium,AI Security Engineer; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
768,AWS ,2,"ai_compliance, saas_compliance",Medium,GenAI Security Specialist; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
769,Basecamp,2,saas_security,Medium,AI Security Engineer; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
770,Intercom,2,ai_compliance,Medium,SaaS Security Posture Manager; GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
771,Rapid7 Corp,4,"sspm, saas_compliance",High,Security Engineer - SaaS; SaaS Governance Analyst; SaaS Security Consultant; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
772,GitLab,3,"saas_compliance, ai_compliance",Medium,Cloud Security Engineer; SaaS Security Posture Manager; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
773,Jira Ltd,3,saas_security,Medium,SaaS Security Analyst; Cloud Security Engineer; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
774,Ping Identity,4,saas_compliance,Medium,AI Security Engineer; SaaS Security Posture Manager; GenAI Security Specialist; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
775,DigitalOcean Inc,4,"saas_security, sspm",High,SaaS Governance Analyst; Security Engineer - SaaS; SaaS Compliance Manager; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
776,GitHub,2,"ai_compliance, sspm, saas_security",Medium,SaaS Security Analyst; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
777,Mimecast Ltd,2,saas_compliance,Medium,SaaS Security Engineer; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
778,IBM,1,"ai_compliance, ai_agent_security",Medium,SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
779,Zendesk LLC,3,ai_agent_security,Medium,Security Engineer - SaaS; Cloud Security Engineer; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
780,Elastic,4,"sspm, ai_compliance",High,SaaS Security Consultant; AI Security Engineer; Cloud Security Architect; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
781,Rapid7,2,"sspm, saas_security",Medium,GenAI Security Specialist; SaaS Compliance Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
782,Squarespace,1,"ai_agent_security, sspm",Medium,SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
783,Vultr LLC,3,"ai_agent_security, saas_security, ai_compliance",Medium,SaaS Compliance Manager; SaaS Security Engineer; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
784,Asana,2,"sspm, saas_security",Medium,SaaS Governance Analyst; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
785,Shopify,2,sspm,Medium,AI Compliance Engineer; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
786,Rapid7,3,"ai_agent_security, saas_security",Medium,SaaS Security Consultant; Security Engineer - SaaS; SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
787,CyberArk,5,"ai_agent_security, saas_compliance",High,Cloud Security Architect; SSPM Engineer; SaaS Security Analyst; SaaS Governance Analyst; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
788,Azure Inc,5,"sspm, ai_agent_security, ai_compliance",High,SaaS Security Engineer; SaaS Risk Analyst; SaaS Governance Analyst; SaaS Security Consultant; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
789,Fastly,5,"saas_compliance, ai_compliance, ai_agent_security",High,SaaS Security Posture Manager; Cloud Security Architect; SaaS Security Consultant; SaaS Risk Analyst; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
790,Trend Micro,4,"sspm, saas_security, saas_compliance",High,Security Engineer - SaaS; Cloud Security Architect; SaaS Security Analyst; SaaS Risk Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
791,Netlify,2,"saas_compliance, sspm, saas_security",Medium,Cloud Security Engineer; SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
792,Palo Alto Networks,3,"ai_agent_security, sspm",Medium,AI Compliance Engineer; SaaS Security Analyst; SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
793,Twilio LLC,3,"sspm, saas_compliance",Medium,AI Security Engineer; Security Engineer - SaaS; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
794,Slack,5,"sspm, ai_compliance",High,SaaS Security Consultant; Security Engineer - SaaS; SaaS Security Engineer; Cloud Security Architect; AI Security Engineer,Indeed,2025-12-01 22:02:58
795,Vultr,1,sspm,Low,SSPM Engineer,LinkedIn,2025-12-01 22:02:58
796,Looker,5,"sspm, saas_security",High,SaaS Security Consultant; AI Security Engineer; Cloud Security Engineer; AI Compliance Engineer; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
797,Zendesk,4,"ai_compliance, saas_security, saas_compliance",High,SaaS Security Engineer; Security Engineer - SaaS; GenAI Security Specialist; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
798,Travis CI Corp,1,"sspm, ai_agent_security",Medium,GenAI Security Specialist,Indeed,2025-12-01 22:02:58
799,GCP,3,sspm,Medium,GenAI Security Specialist; AI Security Engineer; SSPM Engineer,Indeed,2025-12-01 22:02:58
800,Wrike Inc,2,saas_compliance,Medium,SaaS Security Analyst; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
801,Mimecast Inc,1,"ai_agent_security, ai_compliance, saas_compliance",Medium,AI Security Engineer,Indeed,2025-12-01 22:02:58
802,OneLogin ,4,"sspm, saas_compliance",High,AI Compliance Engineer; SaaS Security Engineer; SaaS Security Analyst; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
803,OneLogin Corp,5,sspm,High,SSPM Engineer; SaaS Risk Analyst; Security Engineer - SaaS; SaaS Security Consultant; AI Security Engineer,Indeed,2025-12-01 22:02:58
804,Netlify,1,"sspm, ai_compliance, saas_compliance",Medium,SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
805,Datadog LLC,1,"saas_compliance, sspm, saas_security",Medium,SSPM Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
806,Zoom ,2,"saas_compliance, ai_agent_security, ai_compliance",Medium,SaaS Security Posture Manager; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
807,Google,2,"sspm, saas_security",Medium,SaaS Security Posture Manager; Cloud Security Architect,Indeed,2025-12-01 22:02:58
808,Slack,5,"saas_security, ai_compliance",High,AI Security Engineer; SaaS Security Analyst; AI Compliance Engineer; Security Engineer - SaaS; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
809,New Relic Ltd,2,"ai_agent_security, sspm",Medium,SaaS Risk Analyst; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
810,Bitbucket,3,ai_compliance,Medium,SaaS Security Posture Manager; Cloud Security Engineer; SaaS Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
811,Google,1,"ai_compliance, saas_compliance",Medium,GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
812,Asana,5,"saas_security, saas_compliance, ai_agent_security",High,Cloud Security Engineer; Cloud Security Architect; AI Compliance Engineer; SaaS Governance Analyst; SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
813,Zscaler,4,"ai_agent_security, saas_security",High,Cloud Security Architect; SaaS Security Posture Manager; SaaS Security Analyst; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
814,New Relic Ltd,4,saas_compliance,Medium,SSPM Engineer; Cloud Security Architect; SaaS Compliance Manager; SaaS Governance Analyst,LinkedIn,2025-12-01 22:02:58
815,Zscaler,1,"saas_compliance, ai_compliance, sspm",Medium,SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
816,Atlassian,2,"sspm, ai_agent_security",Medium,SaaS Governance Analyst; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
817,Twilio,5,"saas_security, ai_agent_security",High,GenAI Security Specialist; SaaS Security Posture Manager; AI Compliance Engineer; SaaS Security Analyst; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
818,ServiceNow,4,ai_agent_security,Medium,SaaS Security Consultant; SaaS Risk Analyst; Cloud Security Engineer; AI Compliance Engineer,Indeed,2025-12-01 22:02:58
819,Oracle,5,ai_agent_security,High,GenAI Security Specialist; SaaS Security Analyst; Cloud Security Engineer; SaaS Security Consultant; SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
820,GitLab CI,1,"ai_compliance, saas_security",Medium,GenAI Security Specialist,Indeed,2025-12-01 22:02:58
821,ForgeRock,3,sspm,Medium,SaaS Security Engineer; SSPM Engineer; AI Security Engineer,Indeed,2025-12-01 22:02:58
822,GitHub Inc,2,"ai_compliance, ai_agent_security",Medium,SSPM Engineer; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
823,New Relic Inc,5,ai_compliance,High,SaaS Compliance Manager; AI Compliance Engineer; SaaS Security Consultant; SaaS Governance Analyst; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
824,Looker Ltd,5,"ai_compliance, ai_agent_security",High,SaaS Security Posture Manager; SaaS Security Engineer; GenAI Security Specialist; Cloud Security Engineer; SSPM Engineer,Indeed,2025-12-01 22:02:58
825,Hootsuite,1,"saas_security, saas_compliance, sspm",Medium,SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
826,MongoDB,4,sspm,Medium,SaaS Security Posture Manager; Cloud Security Engineer; SaaS Security Consultant; GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
827,GitHub,5,"saas_compliance, ai_compliance",High,SaaS Security Analyst; AI Security Engineer; GenAI Security Specialist; Security Engineer - SaaS; SaaS Security Consultant,"Indeed, LinkedIn",2025-12-01 22:02:58
828,Fortinet Ltd,2,"ai_agent_security, ai_compliance",Medium,SaaS Governance Analyst; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
829,Confluence Ltd,1,sspm,Low,SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
830,CyberArk,1,sspm,Low,SaaS Risk Analyst,Indeed,2025-12-01 22:02:58
831,Datadog,1,"ai_compliance, sspm, saas_security",Medium,SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
832,McAfee,2,ai_compliance,Medium,SaaS Governance Analyst; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
833,Elastic,5,"ai_compliance, sspm",High,Security Engineer - SaaS; AI Compliance Engineer; SaaS Risk Analyst; SSPM Engineer; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
834,HubSpot LLC,2,saas_compliance,Medium,GenAI Security Specialist; SaaS Security Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
835,Wix Corp,4,ai_compliance,Medium,SaaS Security Analyst; Security Engineer - SaaS; SaaS Security Consultant; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
836,Freshdesk,2,"ai_compliance, saas_compliance, ai_agent_security",Medium,SaaS Security Engineer; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
837,Qualys,2,ai_agent_security,Medium,SaaS Security Consultant; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
838,GitLab LLC,2,"saas_security, sspm",Medium,Security Engineer - SaaS; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
839,Symantec,3,ai_compliance,Medium,SaaS Security Consultant; SaaS Governance Analyst; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
840,Wrike,5,"saas_security, sspm, ai_compliance",High,Security Engineer - SaaS; SaaS Security Analyst; SaaS Security Consultant; GenAI Security Specialist; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
841,Monday.com,2,saas_compliance,Medium,Security Engineer - SaaS; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
842,Barracuda Inc,3,sspm,Medium,SaaS Security Consultant; SaaS Governance Analyst; AI Security Engineer,Indeed,2025-12-01 22:02:58
843,Squarespace,5,ai_agent_security,High,GenAI Security Specialist; Security Engineer - SaaS; SaaS Governance Analyst; SaaS Security Posture Manager; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
844,Tableau Ltd,4,sspm,Medium,Cloud Security Architect; Security Engineer - SaaS; SaaS Security Engineer; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
845,Auth0 Ltd,4,"ai_agent_security, sspm",High,AI Compliance Engineer; SaaS Security Consultant; Cloud Security Engineer; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
846,Buffer,3,ai_agent_security,Medium,AI Compliance Engineer; GenAI Security Specialist; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
847,Google Ltd,1,"ai_compliance, saas_compliance, saas_security",Medium,SaaS Compliance Manager,Indeed,2025-12-01 22:02:58
848,Amazon,2,"ai_agent_security, ai_compliance, saas_security",Medium,SaaS Governance Analyst; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
849,Barracuda LLC,3,"saas_compliance, saas_security, ai_agent_security",Medium,SaaS Risk Analyst; SaaS Security Consultant; SaaS Compliance Manager,LinkedIn,2025-12-01 22:02:58
850,Microsoft,1,"ai_agent_security, saas_security, saas_compliance",Medium,SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
851,Workday,5,sspm,High,Security Engineer - SaaS; AI Compliance Engineer; Cloud Security Engineer; GenAI Security Specialist; AI Security Engineer,Indeed,2025-12-01 22:02:58
852,Cisco,2,"ai_compliance, ai_agent_security",Medium,GenAI Security Specialist; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
853,Constant Contact,1,ai_agent_security,Low,GenAI Security Specialist,Indeed,2025-12-01 22:02:58
854,Atlassian,5,"ai_agent_security, saas_security, sspm",High,SaaS Security Analyst; SaaS Risk Analyst; SaaS Governance Analyst; AI Compliance Engineer; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
855,Check Point,1,ai_compliance,Low,GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
856,Rapid7 ,5,saas_security,High,GenAI Security Specialist; Cloud Security Engineer; SaaS Compliance Manager; SaaS Security Analyst; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
857,Slack Ltd,5,ai_agent_security,High,Cloud Security Engineer; AI Compliance Engineer; AI Security Engineer; SaaS Security Engineer; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
858,Calendly Corp,3,sspm,Medium,SaaS Governance Analyst; SaaS Compliance Manager; Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
859,Mimecast LLC,5,saas_compliance,High,SaaS Security Posture Manager; SaaS Compliance Manager; SaaS Governance Analyst; Cloud Security Architect; SaaS Security Consultant,LinkedIn,2025-12-01 22:02:58
860,Shopify Corp,1,"ai_compliance, saas_compliance",Medium,Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
861,DigitalOcean ,2,saas_compliance,Medium,SaaS Security Engineer; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
862,Monday.com,4,ai_agent_security,Medium,GenAI Security Specialist; AI Security Engineer; Security Engineer - SaaS; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
863,Shopify,2,"ai_compliance, saas_security",Medium,Security Engineer - SaaS; AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
864,Vercel LLC,4,"saas_compliance, ai_agent_security",High,SaaS Governance Analyst; SaaS Security Posture Manager; SaaS Security Engineer; AI Compliance Engineer,LinkedIn,2025-12-01 22:02:58
865,SailPoint,3,"sspm, ai_compliance",Medium,Cloud Security Engineer; SaaS Security Engineer; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
866,Basecamp,4,saas_compliance,Medium,GenAI Security Specialist; SaaS Compliance Manager; Cloud Security Architect; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
867,Shopify,4,sspm,Medium,Security Engineer - SaaS; SaaS Governance Analyst; AI Security Engineer; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
868,Zscaler LLC,2,ai_compliance,Medium,AI Security Engineer; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
869,GCP,4,saas_compliance,Medium,AI Security Engineer; AI Compliance Engineer; SaaS Security Analyst; SaaS Security Posture Manager,Indeed,2025-12-01 22:02:58
870,Workday,5,saas_compliance,High,Cloud Security Engineer; SaaS Compliance Manager; SaaS Security Engineer; SaaS Governance Analyst; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
871,Snowflake,3,"saas_compliance, ai_agent_security, sspm",Medium,SaaS Compliance Manager; GenAI Security Specialist; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
872,Duo Security LLC,5,saas_security,High,AI Security Engineer; Security Engineer - SaaS; SaaS Security Posture Manager; SaaS Security Consultant; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
873,Notion,1,saas_security,Low,AI Security Engineer,Indeed,2025-12-01 22:02:58
874,Box,3,ai_agent_security,Medium,SaaS Governance Analyst; AI Security Engineer; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
875,Squarespace Corp,4,"saas_compliance, ai_compliance, ai_agent_security",High,SaaS Security Posture Manager; Cloud Security Engineer; SaaS Risk Analyst; AI Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
876,Freshdesk,3,saas_security,Medium,Security Engineer - SaaS; SaaS Security Posture Manager; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
877,F5 Networks,4,ai_agent_security,Medium,SSPM Engineer; SaaS Security Engineer; SaaS Compliance Manager; Cloud Security Architect,"Indeed, LinkedIn",2025-12-01 22:02:58
878,F5 Networks,1,saas_security,Low,SaaS Governance Analyst,Indeed,2025-12-01 22:02:58
879,Snowflake Inc,2,ai_compliance,Medium,AI Security Engineer; SSPM Engineer,Indeed,2025-12-01 22:02:58
880,ClickUp,5,saas_compliance,High,AI Security Engineer; SaaS Security Engineer; GenAI Security Specialist; SaaS Security Posture Manager; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
881,DocuSign,5,"sspm, ai_compliance",High,Cloud Security Architect; AI Compliance Engineer; SaaS Security Engineer; AI Security Engineer; SaaS Governance Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
882,Netlify,1,"saas_compliance, ai_agent_security",Medium,SaaS Risk Analyst,LinkedIn,2025-12-01 22:02:58
883,RSA,3,"saas_security, sspm, saas_compliance",Medium,AI Security Engineer; SaaS Security Posture Manager; SSPM Engineer,LinkedIn,2025-12-01 22:02:58
884,Hashicorp,5,ai_compliance,High,SaaS Security Analyst; AI Security Engineer; SaaS Compliance Manager; SaaS Governance Analyst; SaaS Security Engineer,Indeed,2025-12-01 22:02:58
885,Smartsheet,2,ai_agent_security,Medium,AI Security Engineer; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
886,Ping Identity,4,saas_security,Medium,SaaS Security Analyst; Cloud Security Engineer; SaaS Governance Analyst; Security Engineer - SaaS,LinkedIn,2025-12-01 22:02:58
887,ServiceNow,4,saas_security,Medium,AI Security Engineer; AI Compliance Engineer; SaaS Governance Analyst; Cloud Security Architect,LinkedIn,2025-12-01 22:02:58
888,GitLab,3,"ai_compliance, ai_agent_security",Medium,SaaS Security Engineer; SSPM Engineer; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
889,Constant Contact,5,"sspm, ai_agent_security, saas_security",High,SaaS Security Engineer; SaaS Security Posture Manager; Cloud Security Engineer; SaaS Compliance Manager; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
890,Palo Alto Networks Ltd,1,"ai_compliance, saas_compliance",Medium,SaaS Risk Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
891,Salesforce,3,sspm,Medium,Cloud Security Architect; SSPM Engineer; SaaS Security Posture Manager,"Indeed, LinkedIn",2025-12-01 22:02:58
892,Dropbox,2,"saas_security, saas_compliance, ai_agent_security",Medium,SaaS Security Engineer; Cloud Security Engineer,LinkedIn,2025-12-01 22:02:58
893,GitLab CI,5,"ai_agent_security, sspm, ai_compliance",High,AI Compliance Engineer; SaaS Security Consultant; SaaS Governance Analyst; Cloud Security Architect; Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
894,AWS,5,"sspm, saas_compliance",High,SaaS Security Consultant; Cloud Security Architect; AI Security Engineer; GenAI Security Specialist; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
895,Qualys LLC,3,saas_compliance,Medium,Cloud Security Architect; AI Compliance Engineer; SaaS Security Analyst,Indeed,2025-12-01 22:02:58
896,DigitalOcean,2,"ai_compliance, saas_security",Medium,SaaS Compliance Manager; SaaS Security Engineer,LinkedIn,2025-12-01 22:02:58
897,CircleCI LLC,1,"sspm, saas_compliance",Medium,AI Compliance Engineer,Indeed,2025-12-01 22:02:58
898,Tableau,1,"sspm, saas_compliance",Medium,Security Engineer - SaaS,Indeed,2025-12-01 22:02:58
899,Square,1,"ai_compliance, saas_security",Medium,GenAI Security Specialist,LinkedIn,2025-12-01 22:02:58
900,Twilio Ltd,3,ai_compliance,Medium,Cloud Security Architect; SaaS Security Analyst; GenAI Security Specialist,"Indeed, LinkedIn",2025-12-01 22:02:58
901,Zscaler,2,"ai_agent_security, saas_compliance, ai_compliance",Medium,SaaS Security Analyst; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
902,Monday.com,5,"sspm, saas_compliance, ai_agent_security",High,SaaS Governance Analyst; Security Engineer - SaaS; Cloud Security Architect; SaaS Risk Analyst; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
903,Jira,2,"sspm, saas_security, ai_compliance",Medium,Cloud Security Architect; GenAI Security Specialist,Indeed,2025-12-01 22:02:58
904,Hootsuite,2,"ai_agent_security, ai_compliance",Medium,Cloud Security Architect; Security Engineer - SaaS,"Indeed, LinkedIn",2025-12-01 22:02:58
905,Shopify,2,"ai_compliance, ai_agent_security, saas_security",Medium,SaaS Security Posture Manager; SaaS Security Analyst,LinkedIn,2025-12-01 22:02:58
906,Splunk,1,sspm,Low,Cloud Security Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
907,Oracle,2,ai_agent_security,Medium,SaaS Compliance Manager; SaaS Risk Analyst,"Indeed, LinkedIn",2025-12-01 22:02:58
908,Heroku ,4,"ai_agent_security, ai_compliance",High,SaaS Security Posture Manager; AI Security Engineer; SaaS Governance Analyst; Cloud Security Engineer,Indeed,2025-12-01 22:02:58
909,Palo Alto Networks,1,ai_compliance,Low,AI Compliance Engineer,"Indeed, LinkedIn",2025-12-01 22:02:58
910,Monday.com ,3,"ai_agent_security, sspm, saas_compliance",Medium,GenAI Security Specialist; SaaS Security Engineer; SaaS Security Posture Manager,LinkedIn,2025-12-01 22:02:58
911,Zoom ,4,"saas_compliance, sspm",High,Cloud Security Architect; SaaS Security Posture Manager; Cloud Security Engineer; SaaS Security Consultant,Indeed,2025-12-01 22:02:58
